id,target
2998,5
2999,2
3000,3
3001,1
3002,7
3003,3
3004,5
3005,8
3006,3
3007,2
3008,3
3009,6
3010,1
3011,3
3012,5
3013,2
3014,3
3015,2
3016,6
3017,8
3018,2
3019,7
3020,4
3021,2
3022,8
3023,3
3024,2
3025,3
3026,5
3027,6
3028,7
3029,1
3030,7
3031,4
3032,8
3033,4
3034,1
3035,2
3036,8
3037,8
3038,5
3039,5
3040,2
3041,5
3042,2
3043,7
3044,8
3045,5
3046,3
3047,3
3048,2
3049,1
3050,2
3051,8
3052,3
3053,1
3054,4
3055,1
3056,6
3057,7
3058,4
3059,7
3060,6
3061,7
3062,2
3063,8
3064,6
3065,7
3066,8
3067,5
3068,3
3069,4
3070,5
3071,4
3072,1
3073,4
3074,8
3075,2
3076,7
3077,4
3078,6
3079,1
3080,7
3081,2
3082,5
3083,5
3084,2
3085,5
3086,3
3087,5
3088,3
3089,6
3090,2
3091,1
3092,1
3093,4
3094,6
3095,7
3096,1
3097,7
3098,4
3099,1
3100,5
3101,4
3102,4
3103,1
3104,4
3105,6
3106,5
3107,6
3108,8
3109,2
3110,5
3111,5
3112,7
3113,3
3114,2
3115,6
3116,2
3117,5
3118,7
3119,1
3120,3
3121,1
3122,3
3123,6
3124,8
3125,7
3126,2
3127,4
3128,6
3129,7
3130,7
3131,1
3132,7
3133,3
3134,1
3135,8
3136,8
3137,1
3138,7
3139,4
3140,2
3141,1
3142,5
3143,4
3144,7
3145,8
3146,6
3147,2
3148,4
3149,1
3150,4
3151,1
3152,1
3153,3
3154,8
3155,3
3156,4
3157,2
3158,6
3159,5
3160,1
3161,1
3162,4
3163,2
3164,5
3165,8
3166,8
3167,2
3168,3
3169,3
3170,2
3171,1
3172,5
3173,3
3174,4
3175,6
3176,7
3177,1
3178,4
3179,5
3180,6
3181,2
3182,1
3183,3
3184,1
3185,1
3186,3
3187,3
3188,8
3189,8
3190,3
3191,1
3192,4
3193,1
3194,6
3195,1
3196,1
3197,7
3198,4
3199,6
3200,4
3201,7
3202,6
3203,7
3204,2
3205,3
3206,2
3207,8
3208,8
3209,7
3210,5
3211,7
3212,2
3213,1
3214,4
3215,6
3216,4
3217,8
3218,3
3219,4
3220,4
3221,4
3222,8
3223,4
3224,2
3225,5
3226,3
3227,4
3228,8
3229,3
3230,6
3231,1
3232,5
3233,2
3234,2
3235,3
3236,2
3237,7
3238,7
3239,2
3240,8
3241,7
3242,3
3243,6
3244,8
3245,5
3246,5
3247,2
3248,4
3249,1
3250,3
3251,4
3252,2
3253,6
3254,8
3255,3
3256,7
3257,7
3258,6
3259,5
3260,2
3261,7
3262,6
3263,2
3264,2
3265,6
3266,4
3267,6
3268,6
3269,5
3270,2
3271,4
3272,5
3273,6
3274,8
3275,2
3276,8
3277,7
3278,6
3279,4
3280,7
3281,2
3282,8
3283,6
3284,7
3285,2
3286,8
3287,7
3288,8
3289,7
3290,4
3291,1
3292,1
3293,1
3294,3
3295,8
3296,8
3297,8
3298,6
3299,3
3300,6
3301,3
3302,6
3303,2
3304,5
3305,2
3306,1
3307,4
3308,6
3309,3
3310,3
3311,2
3312,2
3313,6
3314,5
3315,1
3316,2
3317,4
3318,5
3319,2
3320,2
3321,7
3322,1
3323,6
3324,1
3325,1
3326,5
3327,4
3328,8
3329,2
3330,8
3331,3
3332,8
3333,6
3334,3
3335,8
3336,5
3337,7
3338,5
3339,3
3340,7
3341,6
3342,1
3343,2
3344,5
3345,2
3346,7
3347,4
3348,7
3349,7
3350,3
3351,3
3352,3
3353,6
3354,3
3355,5
3356,2
3357,6
3358,1
3359,1
3360,3
3361,6
3362,5
3363,3
3364,5
3365,8
3366,8
3367,8
3368,5
3369,5
3370,5
3371,8
3372,4
3373,8
3374,5
3375,3
3376,6
3377,7
3378,1
3379,1
3380,8
3381,5
3382,6
3383,6
3384,8
3385,8
3386,8
3387,1
3388,2
3389,8
3390,1
3391,1
3392,7
3393,2
3394,4
3395,5
3396,7
3397,2
3398,3
3399,4
3400,7
3401,8
3402,4
3403,8
3404,6
3405,6
3406,7
3407,8
3408,2
3409,1
3410,5
3411,1
3412,3
3413,2
3414,3
3415,3
3416,6
3417,8
3418,1
3419,1
3420,3
3421,6
3422,7
3423,2
3424,6
3425,4
3426,2
3427,3
3428,6
3429,5
3430,6
3431,6
3432,6
3433,2
3434,3
3435,1
3436,7
3437,3
3438,2
3439,6
3440,8
3441,2
3442,6
3443,7
3444,4
3445,5
3446,7
3447,1
3448,7
3449,2
3450,2
3451,5
3452,8
3453,8
3454,3
3455,7
3456,8
3457,1
3458,1
3459,2
3460,5
3461,1
3462,7
3463,7
3464,4
3465,8
3466,1
3467,5
3468,3
3469,2
3470,6
3471,6
3472,2
3473,7
3474,2
3475,5
3476,2
3477,1
3478,2
3479,2
3480,4
3481,3
3482,2
3483,4
3484,2
3485,8
3486,3
3487,3
3488,5
3489,8
3490,6
3491,1
3492,2
3493,4
3494,2
3495,4
3496,2
3497,7
3498,5
3499,1
3500,2
3501,7
3502,7
3503,7
3504,7
3505,2
3506,5
3507,4
3508,3
3509,5
3510,3
3511,3
3512,5
3513,8
3514,5
3515,4
3516,8
3517,2
3518,8
3519,1
3520,3
3521,6
3522,3
3523,2
3524,7
3525,6
3526,7
3527,4
3528,4
3529,5
3530,2
3531,5
3532,2
3533,4
3534,5
3535,6
3536,3
3537,7
3538,4
3539,7
3540,4
3541,8
3542,6
3543,4
3544,3
3545,4
3546,2
3547,7
3548,7
3549,4
3550,6
3551,7
3552,3
3553,5
3554,1
3555,3
3556,7
3557,2
3558,3
3559,4
3560,2
3561,5
3562,4
3563,4
3564,2
3565,4
3566,6
3567,4
3568,7
3569,3
3570,5
3571,6
3572,4
3573,1
3574,7
3575,3
3576,6
3577,5
3578,5
3579,7
3580,6
3581,1
3582,6
3583,8
3584,4
3585,1
3586,5
3587,5
3588,3
3589,4
3590,4
3591,5
3592,3
3593,6
3594,4
3595,3
3596,8
3597,3
3598,7
3599,6
3600,4
3601,6
3602,6
3603,8
3604,4
3605,2
3606,7
3607,4
3608,3
3609,8
3610,2
3611,5
3612,5
3613,8
3614,3
3615,8
3616,5
3617,8
3618,6
3619,6
3620,8
3621,8
3622,4
3623,5
3624,2
3625,4
3626,8
3627,5
3628,4
3629,6
3630,8
3631,6
3632,1
3633,8
3634,3
3635,7
3636,7
3637,4
3638,7
3639,4
3640,4
3641,8
3642,8
3643,6
3644,5
3645,4
3646,2
3647,8
3648,7
3649,5
3650,2
3651,6
3652,6
3653,7
3654,5
3655,2
3656,2
3657,5
3658,7
3659,3
3660,3
3661,2
3662,3
3663,5
3664,5
3665,1
3666,4
3667,1
3668,5
3669,8
3670,8
3671,5
3672,8
3673,1
3674,1
3675,5
3676,2
3677,6
3678,3
3679,4
3680,2
3681,7
3682,2
3683,2
3684,2
3685,6
3686,4
3687,6
3688,5
3689,6
3690,3
3691,5
3692,2
3693,7
3694,4
3695,4
3696,1
3697,2
3698,7
3699,4
3700,5
3701,1
3702,5
3703,5
3704,1
3705,5
3706,5
3707,6
3708,2
3709,3
3710,2
3711,8
3712,1
3713,2
3714,7
3715,4
3716,2
3717,6
3718,5
3719,6
3720,7
3721,6
3722,3
3723,7
3724,1
3725,1
3726,4
3727,1
3728,1
3729,4
3730,1
3731,6
3732,3
3733,4
3734,7
3735,3
3736,8
3737,1
3738,8
3739,5
3740,3
3741,6
3742,2
3743,3
3744,2
3745,8
3746,3
3747,1
3748,4
3749,5
3750,1
3751,5
3752,3
3753,3
3754,5
3755,8
3756,6
3757,7
3758,3
3759,2
3760,2
3761,8
3762,4
3763,7
3764,5
3765,3
3766,4
3767,8
3768,2
3769,5
3770,6
3771,6
3772,4
3773,8
3774,5
3775,4
3776,8
3777,4
3778,6
3779,1
3780,7
3781,4
3782,7
3783,6
3784,1
3785,4
3786,3
3787,7
3788,1
3789,6
3790,7
3791,6
3792,2
3793,8
3794,3
3795,2
3796,6
3797,6
3798,1
3799,4
3800,3
3801,1
3802,2
3803,2
3804,3
3805,2
3806,2
3807,1
3808,3
3809,7
3810,5
3811,5
3812,1
3813,6
3814,7
3815,1
3816,7
3817,4
3818,7
3819,8
3820,3
3821,4
3822,4
3823,4
3824,3
3825,5
3826,7
3827,7
3828,4
3829,6
3830,7
3831,6
3832,1
3833,3
3834,6
3835,8
3836,1
3837,8
3838,4
3839,2
3840,6
3841,6
3842,7
3843,3
3844,4
3845,7
3846,4
3847,4
3848,2
3849,2
3850,4
3851,6
3852,4
3853,8
3854,2
3855,7
3856,5
3857,5
3858,7
3859,5
3860,7
3861,6
3862,5
3863,1
3864,8
3865,4
3866,2
3867,6
3868,6
3869,2
3870,2
3871,6
3872,1
3873,8
3874,1
3875,6
3876,4
3877,5
3878,6
3879,8
3880,7
3881,3
3882,8
3883,3
3884,2
3885,5
3886,7
3887,7
3888,2
3889,6
3890,8
3891,3
3892,8
3893,5
3894,8
3895,8
3896,1
3897,3
3898,4
3899,2
3900,2
3901,8
3902,6
3903,5
3904,8
3905,1
3906,4
3907,3
3908,6
3909,3
3910,4
3911,2
3912,6
3913,7
3914,3
3915,4
3916,3
3917,2
3918,7
3919,5
3920,4
3921,6
3922,3
3923,5
3924,1
3925,2
3926,8
3927,4
3928,5
3929,5
3930,5
3931,6
3932,5
3933,8
3934,1
3935,6
3936,4
3937,7
3938,4
3939,4
3940,5
3941,2
3942,7
3943,7
3944,6
3945,1
3946,2
3947,5
3948,4
3949,8
3950,8
3951,6
3952,2
3953,7
3954,3
3955,3
3956,2
3957,8
3958,7
3959,7
3960,6
3961,3
3962,8
3963,5
3964,6
3965,5
3966,5
3967,6
3968,7
3969,4
3970,8
3971,8
3972,1
3973,1
3974,5
3975,6
3976,4
3977,6
3978,8
3979,7
3980,7
3981,3
3982,7
3983,7
3984,3
3985,6
3986,4
3987,5
3988,3
3989,7
3990,5
3991,1
3992,6
3993,1
3994,8
3995,7
3996,7
3997,3
3998,1
3999,2
4000,5
4001,7
4002,3
4003,1
4004,5
4005,8
4006,4
4007,6
4008,7
4009,5
4010,6
4011,5
4012,3
4013,1
4014,4
4015,5
4016,8
4017,1
4018,6
4019,6
4020,6
4021,3
4022,4
4023,3
4024,3
4025,2
4026,5
4027,4
4028,2
4029,6
4030,3
4031,4
4032,8
4033,4
4034,1
4035,6
4036,1
4037,3
4038,4
4039,2
4040,1
4041,3
4042,7
4043,3
4044,3
4045,6
4046,1
4047,4
4048,3
4049,1
4050,5
4051,2
4052,4
4053,7
4054,1
4055,5
4056,2
4057,4
4058,3
4059,7
4060,6
4061,1
4062,2
4063,6
4064,3
4065,4
4066,2
4067,6
4068,7
4069,2
4070,2
4071,8
4072,5
4073,4
4074,2
4075,4
4076,2
4077,6
4078,6
4079,6
4080,1
4081,1
4082,6
4083,6
4084,6
4085,3
4086,2
4087,4
4088,1
4089,5
4090,3
4091,2
4092,3
4093,8
4094,1
4095,7
4096,2
4097,6
4098,2
4099,4
4100,2
4101,7
4102,7
4103,6
4104,7
4105,4
4106,4
4107,2
4108,2
4109,3
4110,3
4111,7
4112,3
4113,8
4114,2
4115,8
4116,2
4117,1
4118,5
4119,8
4120,6
4121,7
4122,6
4123,2
4124,8
4125,2
4126,4
4127,6
4128,5
4129,4
4130,4
4131,5
4132,6
4133,4
4134,1
4135,1
4136,6
4137,1
4138,1
4139,4
4140,1
4141,7
4142,2
4143,2
4144,7
4145,6
4146,6
4147,7
4148,8
4149,1
4150,2
4151,2
4152,2
4153,3
4154,7
4155,6
4156,3
4157,6
4158,6
4159,2
4160,8
4161,7
4162,2
4163,7
4164,1
4165,6
4166,8
4167,6
4168,4
4169,7
4170,2
4171,6
4172,3
4173,5
4174,6
4175,7
4176,7
4177,7
4178,1
4179,8
4180,8
4181,8
4182,7
4183,6
4184,6
4185,6
4186,5
4187,6
4188,1
4189,2
4190,3
4191,2
4192,3
4193,7
4194,8
4195,2
4196,6
4197,1
4198,7
4199,7
4200,1
4201,3
4202,3
4203,4
4204,5
4205,4
4206,3
4207,4
4208,2
4209,7
4210,1
4211,8
4212,5
4213,7
4214,3
4215,4
4216,8
4217,8
4218,3
4219,5
4220,5
4221,5
4222,2
4223,8
4224,1
4225,8
4226,7
4227,5
4228,5
4229,4
4230,3
4231,8
4232,8
4233,2
4234,8
4235,1
4236,5
4237,4
4238,8
4239,4
4240,2
4241,5
4242,4
4243,3
4244,1
4245,5
4246,5
4247,7
4248,2
4249,3
4250,1
4251,7
4252,7
4253,7
4254,4
4255,1
4256,4
4257,2
4258,3
4259,1
4260,4
4261,2
4262,8
4263,1
4264,2
4265,5
4266,7
4267,1
4268,8
4269,3
4270,8
4271,4
4272,5
4273,4
4274,8
4275,7
4276,4
4277,7
4278,3
4279,8
4280,5
4281,2
4282,5
4283,4
4284,5
4285,3
4286,3
4287,8
4288,5
4289,6
4290,3
4291,5
4292,8
4293,2
4294,8
4295,3
4296,6
4297,1
4298,2
4299,6
4300,5
4301,4
4302,3
4303,4
4304,3
4305,6
4306,3
4307,7
4308,2
4309,1
4310,5
4311,3
4312,7
4313,5
4314,6
4315,2
4316,7
4317,8
4318,4
4319,4
4320,3
4321,1
4322,3
4323,8
4324,1
4325,7
4326,1
4327,7
4328,5
4329,3
4330,1
4331,2
4332,2
4333,7
4334,4
4335,8
4336,3
4337,7
4338,4
4339,5
4340,6
4341,8
4342,5
4343,7
4344,1
4345,5
4346,3
4347,3
4348,2
4349,1
4350,2
4351,1
4352,8
4353,8
4354,6
4355,7
4356,5
4357,5
4358,4
4359,4
4360,3
4361,3
4362,2
4363,2
4364,4
4365,5
4366,4
4367,1
4368,2
4369,5
4370,3
4371,6
4372,3
4373,8
4374,6
4375,4
4376,4
4377,1
4378,4
4379,8
4380,3
4381,6
4382,3
4383,7
4384,7
4385,7
4386,7
4387,3
4388,1
4389,2
4390,8
4391,1
4392,2
4393,6
4394,4
4395,3
4396,5
4397,1
4398,8
4399,7
4400,1
4401,2
4402,1
4403,7
4404,4
4405,2
4406,1
4407,7
4408,1
4409,6
4410,1
4411,7
4412,1
4413,8
4414,7
4415,3
4416,2
4417,6
4418,6
4419,1
4420,1
4421,8
4422,8
4423,8
4424,2
4425,6
4426,3
4427,7
4428,6
4429,1
4430,7
4431,8
4432,6
4433,1
4434,2
4435,6
4436,3
4437,2
4438,4
4439,7
4440,7
4441,1
4442,1
4443,8
4444,8
4445,8
4446,8
4447,5
4448,2
4449,1
4450,3
4451,8
4452,7
4453,6
4454,2
4455,6
4456,8
4457,7
4458,7
4459,6
4460,2
4461,8
4462,1
4463,7
4464,7
4465,5
4466,2
4467,6
4468,8
4469,3
4470,3
4471,3
4472,8
4473,6
4474,6
4475,2
4476,8
4477,3
4478,8
4479,3
4480,6
4481,6
4482,5
4483,7
4484,2
4485,2
4486,8
4487,6
4488,7
4489,1
4490,4
4491,3
4492,1
4493,2
4494,6
4495,2
4496,1
4497,8
4498,5
4499,5
4500,7
4501,3
4502,4
4503,4
4504,4
4505,7
4506,3
4507,4
4508,4
4509,3
4510,6
4511,1
4512,2
4513,3
4514,6
4515,6
4516,6
4517,2
4518,1
4519,3
4520,2
4521,6
4522,4
4523,2
4524,2
4525,2
4526,8
4527,3
4528,3
4529,6
4530,1
4531,2
4532,3
4533,1
4534,4
4535,8
4536,2
4537,4
4538,6
4539,5
4540,8
4541,3
4542,1
4543,6
4544,7
4545,7
4546,2
4547,8
4548,3
4549,2
4550,7
4551,1
4552,1
4553,8
4554,6
4555,6
4556,1
4557,4
4558,5
4559,8
4560,2
4561,8
4562,6
4563,7
4564,7
4565,7
4566,1
4567,4
4568,7
4569,2
4570,4
4571,4
4572,7
4573,7
4574,2
4575,8
4576,1
4577,7
4578,1
4579,2
4580,3
4581,6
4582,1
4583,2
4584,8
4585,6
4586,3
4587,2
4588,2
4589,6
4590,4
4591,7
4592,6
4593,4
4594,2
4595,1
4596,2
4597,3
4598,1
4599,6
4600,3
4601,7
4602,2
4603,7
4604,1
4605,8
4606,3
4607,6
4608,4
4609,4
4610,2
4611,2
4612,4
4613,7
4614,6
4615,1
4616,4
4617,4
4618,4
4619,5
4620,7
4621,2
4622,7
4623,2
4624,8
4625,4
4626,1
4627,1
4628,3
4629,1
4630,2
4631,3
4632,3
4633,8
4634,5
4635,8
4636,8
4637,3
4638,1
4639,8
4640,2
4641,2
4642,1
4643,3
4644,7
4645,3
4646,1
4647,3
4648,6
4649,3
4650,1
4651,3
4652,4
4653,3
4654,2
4655,2
4656,5
4657,5
4658,5
4659,2
4660,7
4661,3
4662,3
4663,8
4664,1
4665,8
4666,8
4667,6
4668,1
4669,8
4670,7
4671,2
4672,3
4673,8
4674,2
4675,7
4676,2
4677,8
4678,4
4679,8
4680,3
4681,1
4682,5
4683,2
4684,2
4685,6
4686,8
4687,1
4688,2
4689,8
4690,3
4691,6
4692,6
4693,1
4694,2
4695,3
4696,1
4697,2
4698,3
4699,7
4700,6
4701,6
4702,2
4703,1
4704,5
4705,2
4706,3
4707,5
4708,2
4709,2
4710,3
4711,8
4712,1
4713,6
4714,7
4715,6
4716,4
4717,4
4718,1
4719,7
4720,4
4721,4
4722,6
4723,6
4724,1
4725,5
4726,6
4727,5
4728,5
4729,5
4730,4
4731,4
4732,7
4733,4
4734,2
4735,6
4736,8
4737,7
4738,3
4739,1
4740,7
4741,4
4742,7
4743,4
4744,5
4745,6
4746,7
4747,4
4748,5
4749,1
4750,4
4751,4
4752,4
4753,6
4754,3
4755,7
4756,1
4757,4
4758,3
4759,2
4760,2
4761,5
4762,2
4763,2
4764,5
4765,7
4766,7
4767,1
4768,5
4769,8
4770,5
4771,7
4772,8
4773,3
4774,6
4775,1
4776,3
4777,2
4778,7
4779,7
4780,3
4781,6
4782,3
4783,7
4784,3
4785,7
4786,2
4787,3
4788,7
4789,7
4790,4
4791,6
4792,7
4793,8
4794,6
4795,3
4796,2
4797,7
4798,5
4799,7
4800,5
4801,3
4802,4
4803,4
4804,2
4805,3
4806,7
4807,1
4808,1
4809,3
4810,5
4811,8
4812,3
4813,8
4814,1
4815,3
4816,4
4817,7
4818,4
4819,3
4820,5
4821,1
4822,3
4823,4
4824,1
4825,4
4826,7
4827,7
4828,5
4829,6
4830,3
4831,4
4832,3
4833,8
4834,6
4835,1
4836,7
4837,5
4838,3
4839,4
4840,8
4841,2
4842,1
4843,5
4844,2
4845,4
4846,3
4847,7
4848,3
4849,3
4850,3
4851,7
4852,6
4853,6
4854,3
4855,1
4856,7
4857,7
4858,3
4859,1
4860,4
4861,3
4862,4
4863,7
4864,3
4865,5
4866,6
4867,7
4868,7
4869,2
4870,3
4871,8
4872,7
4873,3
4874,6
4875,8
4876,4
4877,2
4878,3
4879,3
4880,4
4881,6
4882,6
4883,2
4884,7
4885,7
4886,8
4887,8
4888,5
4889,6
4890,2
4891,2
4892,5
4893,1
4894,7
4895,4
4896,4
4897,1
4898,8
4899,1
4900,5
4901,5
4902,1
4903,2
4904,1
4905,3
4906,5
4907,5
4908,4
4909,2
4910,1
4911,4
4912,5
4913,2
4914,6
4915,1
4916,1
4917,5
4918,4
4919,1
4920,5
4921,4
4922,8
4923,6
4924,8
4925,3
4926,2
4927,3
4928,6
4929,7
4930,1
4931,2
4932,3
4933,5
4934,6
4935,6
4936,1
4937,2
4938,7
4939,8
4940,7
4941,6
4942,7
4943,2
4944,5
4945,1
4946,1
4947,3
4948,6
4949,3
4950,8
4951,5
4952,5
4953,8
4954,5
4955,8
4956,7
4957,5
4958,8
4959,6
4960,4
4961,3
4962,8
4963,4
4964,2
4965,1
4966,7
4967,3
4968,5
4969,7
4970,2
4971,4
4972,1
4973,1
4974,5
4975,6
4976,6
4977,5
4978,5
4979,7
4980,3
4981,7
4982,3
4983,1
4984,5
4985,7
4986,8
4987,3
4988,1
4989,1
4990,8
4991,1
4992,7
4993,2
4994,5
4995,2
4996,1
4997,8
4998,4
4999,4
5000,3
5001,4
5002,4
5003,7
5004,1
5005,2
5006,7
5007,4
5008,3
5009,8
5010,6
5011,6
5012,6
5013,5
5014,8
5015,1
5016,1
5017,2
5018,1
5019,6
5020,5
5021,1
5022,4
5023,3
5024,2
5025,7
5026,6
5027,8
5028,1
5029,7
5030,2
5031,3
5032,5
5033,1
5034,7
5035,7
5036,5
5037,8
5038,4
5039,5
5040,3
5041,4
5042,1
5043,7
5044,7
5045,5
5046,3
5047,8
5048,8
5049,1
5050,8
5051,1
5052,8
5053,5
5054,6
5055,2
5056,7
5057,2
5058,4
5059,3
5060,7
5061,4
5062,1
5063,1
5064,2
5065,7
5066,7
5067,2
5068,5
5069,1
5070,7
5071,2
5072,6
5073,5
5074,1
5075,4
5076,5
5077,3
5078,6
5079,1
5080,3
5081,3
5082,1
5083,4
5084,6
5085,2
5086,7
5087,8
5088,4
5089,1
5090,8
5091,6
5092,4
5093,5
5094,2
5095,8
5096,2
5097,8
5098,3
5099,8
5100,6
5101,2
5102,1
5103,7
5104,3
5105,2
5106,1
5107,3
5108,4
5109,4
5110,7
5111,6
5112,7
5113,2
5114,7
5115,3
5116,6
5117,7
5118,8
5119,2
5120,1
5121,2
5122,7
5123,5
5124,2
5125,2
5126,6
5127,7
5128,5
5129,4
5130,8
5131,5
5132,5
5133,1
5134,2
5135,4
5136,7
5137,1
5138,2
5139,1
5140,5
5141,1
5142,6
5143,5
5144,3
5145,5
5146,4
5147,8
5148,3
5149,4
5150,3
5151,4
5152,6
5153,8
5154,4
5155,7
5156,7
5157,4
5158,5
5159,4
5160,5
5161,1
5162,3
5163,8
5164,4
5165,6
5166,5
5167,3
5168,3
5169,6
5170,7
5171,2
5172,4
5173,2
5174,4
5175,5
5176,1
5177,5
5178,7
5179,2
5180,1
5181,7
5182,5
5183,7
5184,1
5185,1
5186,3
5187,2
5188,6
5189,2
5190,3
5191,4
5192,3
5193,8
5194,3
5195,2
5196,6
5197,6
5198,7
5199,4
5200,3
5201,2
5202,8
5203,1
5204,2
5205,2
5206,3
5207,2
5208,2
5209,5
5210,3
5211,4
5212,1
5213,6
5214,7
5215,7
5216,4
5217,4
5218,6
5219,3
5220,2
5221,6
5222,1
5223,7
5224,7
5225,3
5226,3
5227,7
5228,1
5229,7
5230,7
5231,1
5232,5
5233,5
5234,8
5235,3
5236,2
5237,1
5238,1
5239,5
5240,7
5241,3
5242,7
5243,4
5244,2
5245,6
5246,7
5247,6
5248,2
5249,7
5250,5
5251,3
5252,2
5253,7
5254,4
5255,7
5256,4
5257,1
5258,3
5259,8
5260,6
5261,7
5262,6
5263,6
5264,6
5265,3
5266,1
5267,5
5268,8
5269,4
5270,6
5271,8
5272,4
5273,8
5274,7
5275,8
5276,8
5277,2
5278,8
5279,8
5280,2
5281,3
5282,2
5283,8
5284,3
5285,5
5286,1
5287,7
5288,4
5289,3
5290,5
5291,8
5292,3
5293,6
5294,1
5295,7
5296,1
5297,4
5298,7
5299,4
5300,1
5301,1
5302,3
5303,8
5304,4
5305,2
5306,4
5307,1
5308,6
5309,6
5310,6
5311,1
5312,4
5313,7
5314,8
5315,3
5316,7
5317,6
5318,5
5319,5
5320,6
5321,1
5322,6
5323,2
5324,5
5325,8
5326,3
5327,4
5328,2
5329,4
5330,6
5331,4
5332,4
5333,5
5334,4
5335,8
5336,5
5337,3
5338,5
5339,3
5340,2
5341,3
5342,4
5343,4
5344,6
5345,7
5346,5
5347,8
5348,4
5349,5
5350,8
5351,1
5352,4
5353,1
5354,3
5355,8
5356,7
5357,3
5358,1
5359,6
5360,2
5361,8
5362,4
5363,4
5364,5
5365,5
5366,3
5367,3
5368,7
5369,6
5370,1
5371,8
5372,3
5373,1
5374,1
5375,5
5376,2
5377,1
5378,4
5379,6
5380,2
5381,6
5382,6
5383,5
5384,6
5385,7
5386,3
5387,4
5388,4
5389,5
5390,4
5391,4
5392,3
5393,2
5394,5
5395,3
5396,8
5397,8
5398,6
5399,4
5400,3
5401,5
5402,1
5403,8
5404,4
5405,1
5406,6
5407,3
5408,2
5409,1
5410,4
5411,8
5412,8
5413,5
5414,8
5415,6
5416,8
5417,3
5418,3
5419,8
5420,5
5421,2
5422,5
5423,4
5424,8
5425,3
5426,7
5427,3
5428,4
5429,4
5430,7
5431,3
5432,5
5433,4
5434,3
5435,8
5436,5
5437,5
5438,8
5439,4
5440,7
5441,2
5442,4
5443,4
5444,6
5445,6
5446,3
5447,6
5448,7
5449,7
5450,6
5451,7
5452,8
5453,3
5454,1
5455,3
5456,4
5457,4
5458,6
5459,3
5460,2
5461,2
5462,6
5463,3
5464,2
5465,4
5466,1
5467,3
5468,7
5469,7
5470,4
5471,2
5472,3
5473,5
5474,4
5475,1
5476,7
5477,8
5478,3
5479,7
5480,1
5481,1
5482,3
5483,2
5484,1
5485,2
5486,1
5487,4
5488,8
5489,3
5490,1
5491,7
5492,8
5493,7
5494,6
5495,4
5496,6
5497,1
5498,1
5499,4
5500,8
5501,4
5502,7
5503,8
5504,2
5505,7
5506,6
5507,1
5508,7
5509,8
5510,5
5511,1
5512,6
5513,1
5514,3
5515,5
5516,1
5517,7
5518,7
5519,8
5520,4
5521,4
5522,2
5523,6
5524,8
5525,2
5526,3
5527,2
5528,2
5529,4
5530,7
5531,1
5532,2
5533,7
5534,4
5535,6
5536,1
5537,6
5538,2
5539,5
5540,2
5541,3
5542,3
5543,6
5544,5
5545,8
5546,3
5547,4
5548,6
5549,3
5550,3
5551,2
5552,2
5553,1
5554,4
5555,3
5556,5
5557,5
5558,7
5559,8
5560,7
5561,7
5562,7
5563,8
5564,4
5565,2
5566,2
5567,2
5568,7
5569,7
5570,1
5571,4
5572,4
5573,6
5574,7
5575,2
5576,6
5577,8
5578,4
5579,5
5580,3
5581,6
5582,5
5583,6
5584,7
5585,3
5586,3
5587,2
5588,5
5589,3
5590,7
5591,3
5592,5
5593,1
5594,5
5595,8
5596,5
5597,8
5598,1
5599,4
5600,4
5601,8
5602,5
5603,7
5604,1
5605,7
5606,6
5607,1
5608,6
5609,4
5610,2
5611,1
5612,4
5613,4
5614,2
5615,6
5616,3
5617,7
5618,6
5619,1
5620,8
5621,5
5622,6
5623,2
5624,2
5625,8
5626,8
5627,2
5628,1
5629,8
5630,7
5631,5
5632,4
5633,3
5634,1
5635,1
5636,6
5637,5
5638,7
5639,8
5640,1
5641,1
5642,7
5643,7
5644,5
5645,6
5646,1
5647,4
5648,1
5649,7
5650,6
5651,4
5652,8
5653,1
5654,2
5655,5
5656,3
5657,7
5658,2
5659,8
5660,2
5661,6
5662,8
5663,3
5664,2
5665,8
5666,3
5667,2
5668,6
5669,4
5670,8
5671,3
5672,8
5673,5
5674,8
5675,3
5676,7
5677,2
5678,1
5679,7
5680,4
5681,4
5682,3
5683,7
5684,5
5685,2
5686,2
5687,6
5688,2
5689,6
5690,5
5691,1
5692,8
5693,7
5694,7
5695,2
5696,3
5697,4
5698,8
5699,5
5700,5
5701,8
5702,8
5703,8
5704,5
5705,2
5706,1
5707,2
5708,6
5709,8
5710,2
5711,5
5712,7
5713,5
5714,3
5715,5
5716,7
5717,3
5718,3
5719,7
5720,6
5721,1
5722,6
5723,7
5724,3
5725,6
5726,2
5727,4
5728,1
5729,7
5730,4
5731,6
5732,4
5733,3
5734,2
5735,2
5736,8
5737,3
5738,6
5739,4
5740,1
5741,7
5742,1
5743,1
5744,4
5745,1
5746,8
5747,8
5748,4
5749,3
5750,8
5751,1
5752,3
5753,5
5754,2
5755,3
5756,5
5757,6
5758,7
5759,4
5760,8
5761,3
5762,6
5763,1
5764,7
5765,7
5766,4
5767,1
5768,3
5769,3
5770,6
5771,4
5772,5
5773,3
5774,6
5775,1
5776,2
5777,5
5778,4
5779,8
5780,3
5781,5
5782,8
5783,1
5784,2
5785,8
5786,7
5787,3
5788,8
5789,4
5790,5
5791,7
5792,4
5793,8
5794,5
5795,1
5796,8
